words,links,capital_words,spam_word_count,is_spam
438,8,26,8,1
124,2,29,5,1
503,10,13,3,1
996,8,7,7,1
185,2,21,6,1
470,3,5,5,1
243,2,2,2,0
57,2,0,5,0
383,8,0,0,1
51,1,1,0,0
849,1,10,0,1
84,4,2,2,0
638,9,1,6,1
531,4,10,1,1
406,6,13,1,1
166,9,29,7,1
226,3,19,4,1
489,6,15,6,1
34,2,6,2,0
204,2,2,2,0
990,3,6,5,1
735,7,28,4,1
291,2,2,4,0
487,2,0,0,0
344,9,1,1,1
31,0,8,4,0
234,2,2,1,0
686,5,23,9,1
133,1,2,2,0
810,7,8,9,1
879,0,5,3,1
533,4,5,5,1
230,3,14,7,1
419,2,10,3,1
743,6,7,0,1
337,3,9,7,1
274,1,1,0,0
223,0,0,1,0
95,8,13,3,1
232,10,26,3,1
597,10,4,7,1
425,0,2,1,0
786,4,6,5,1
899,2,21,7,1
199,7,5,4,1
767,5,4,6,1
92,0,3,0,0
205,1,1,1,0
482,3,16,6,1
178,1,1,1,0
394,8,27,9,1
61,1,2,2,0
653,9,30,9,1
52,1,1,2,0
94,0,0,0,0
359,9,2,6,1
219,0,0,2,0
325,1,0,2,0
255,2,1,2,0
865,2,27,7,1
218,1,3,2,0
247,2,0,1,0
171,1,0,5,1
330,10,10,5,1
117,7,9,10,1
208,1,2,0,0
126,1,2,1,0
99,2,21,7,1
780,3,7,8,1
181,8,6,6,1
818,6,7,0,1
151,9,23,6,1
182,2,0,5,0
206,3,1,1,0
428,3,25,0,1
343,0,30,10,1
168,2,7,2,0
128,2,3,1,0
161,0,2,0,0
403,0,2,0,0
714,10,19,3,1
152,2,1,6,0
405,1,1,2,0
271,2,4,0,0
230,1,2,2,0
55,3,26,7,1
135,2,2,1,0
501,7,7,5,1
295,0,2,1,0
136,6,18,4,1
137,2,0,6,1
159,0,2,1,0
107,6,14,3,1
975,5,27,5,1
153,1,2,0,0
73,9,5,0,1
869,2,18,1,1
151,1,0,1,0
184,2,0,6,0
159,5,1,2,0
737,2,4,7,1
171,3,15,6,1
240,1,0,2,0
631,6,22,0,1
165,0,10,1,0
158,2,8,3,1
197,1,1,4,0
429,1,3,4,0
802,4,10,4,1
196,1,1,2,0
110,1,18,9,1
70,5,13,6,1
41,2,0,2,0
52,0,2,2,0
262,0,3,1,0
985,3,10,3,1
166,2,0,1,0
273,4,6,8,1
297,2,0,1,0
816,2,1,2,1
288,0,3,2,0
240,5,19,9,1
146,0,2,0,0
274,2,0,1,0
55,2,1,0,0
280,0,7,0,0
701,4,7,7,1
28,4,0,0,0
275,2,0,0,0
176,2,1,2,0
178,3,1,0,0
496,4,4,0,1
294,1,2,1,0
60,1,0,0,0
134,4,3,1,0
189,2,26,1,1
114,0,0,3,0
260,3,2,1,0
596,7,5,8,1
56,3,1,5,1
156,2,11,10,1
927,8,9,9,1
54,5,12,7,1
230,0,3,2,0
965,3,14,8,1
619,2,29,8,1
393,4,6,9,1
472,2,1,2,0
221,1,5,2,0
140,1,5,4,0
176,3,12,3,1
92,5,27,10,1
396,5,7,9,1
613,8,12,8,1
51,0,2,0,0
614,0,16,5,1
414,5,2,7,1
368,2,16,2,1
137,3,3,2,0
273,2,26,6,1
344,1,0,0,0
784,2,5,10,1
134,4,29,7,1
210,3,5,0,0
123,2,6,1,0
62,0,10,2,0
313,10,28,10,1
44,2,2,0,0
65,1,2,1,0
714,3,5,4,1
470,1,18,9,1
777,2,5,4,1
253,2,0,1,0
795,5,14,1,1
407,10,10,3,1
575,5,27,4,1
583,4,19,4,1
31,1,2,1,0
732,10,18,8,1
452,5,24,3,1
972,8,1,8,1
278,2,0,0,0
331,2,2,4,0
75,1,0,2,0
177,10,6,3,1
176,1,1,2,0
178,0,9,6,0
92,1,2,0,0
642,5,6,6,1
237,1,9,2,0
415,2,3,1,0
125,2,12,3,1
215,1,5,2,0
217,8,24,2,1
892,5,6,5,1
374,4,10,9,1
127,2,10,1,0
338,8,7,8,1
200,0,0,2,0
515,7,29,2,1
37,2,2,2,0
334,3,27,6,1
908,3,10,5,1
176,0,7,6,0
108,0,1,6,0
647,5,17,10,1
89,1,2,1,0
121,0,0,2,0
665,2,23,0,1
364,10,11,1,1
59,1,0,1,0
363,1,1,2,0
66,0,0,1,0
252,9,29,3,1
119,2,9,6,1
515,3,9,1,1
238,1,2,1,0
825,6,21,8,1
127,2,26,7,1
188,1,3,0,0
533,1,30,5,1
879,8,19,6,1
108,10,20,5,1
302,0,11,7,1
261,10,27,6,1
252,2,0,0,0
415,6,29,6,1
137,7,18,7,1
215,5,2,5,0
226,1,6,2,0
180,5,7,10,1
453,6,8,7,1
120,2,25,9,1
478,0,9,9,1
25,0,2,0,0
352,2,0,5,0
140,10,21,9,1
274,1,2,2,0
864,9,29,4,1
475,1,7,7,1
330,1,3,3,1
531,3,25,3,1
115,6,20,3,1
405,5,4,9,1
442,0,23,5,1
194,10,27,5,1
230,0,1,0,0
260,1,0,2,0
624,9,11,9,1
258,2,1,4,1
285,2,3,1,0
874,8,5,8,1
568,4,17,10,1
990,4,2,3,1
569,3,1,8,1
65,2,2,2,0
162,2,1,1,0
116,1,5,0,0
206,0,0,0,0
459,7,27,3,1
242,2,2,1,0
714,2,16,9,1
190,2,27,9,1
453,1,7,0,1
845,9,28,5,1
284,1,1,0,0
297,0,2,2,0
339,5,19,9,1
458,1,3,9,1
288,5,0,1,0
162,8,12,8,1
112,2,2,0,0
116,10,5,0,1
164,1,1,0,0
814,0,7,9,1
470,1,3,1,0
294,0,2,1,0
231,4,0,1,0
203,0,7,2,0
690,2,11,8,1
265,2,6,6,0
235,8,2,3,1
982,6,8,8,1
610,8,20,5,1
971,10,19,4,1
139,6,3,7,1
707,3,23,8,1
499,2,19,4,1
114,7,5,7,1
52,2,0,0,0
163,0,7,1,0
828,4,17,1,1
157,2,16,10,1
740,9,17,3,1
32,0,4,2,0
58,1,0,1,0
158,2,2,1,0
715,6,26,5,1
119,5,23,1,1
59,1,3,2,0
332,10,13,1,1
184,2,3,1,0
129,7,18,2,1
75,3,0,1,0
38,2,6,1,0
158,2,21,1,1
418,0,2,2,0
126,2,0,2,0
438,7,5,6,1
227,1,0,4,0
58,2,2,6,0
182,2,26,10,1
521,1,5,9,1
718,6,8,4,1
730,0,19,8,1
103,10,5,7,1
289,3,3,3,0
186,10,28,6,1
400,3,29,8,1
57,0,1,2,0
30,0,2,4,0
507,3,3,10,1
239,1,3,6,0
464,7,9,9,1
246,9,19,3,1
49,0,0,0,0
304,1,6,2,0
91,0,3,0,0
803,10,1,8,1
387,3,19,3,1
21,2,3,0,0
662,4,13,8,1
189,4,8,9,1
218,2,3,1,0
613,8,15,4,1
190,3,2,4,0
26,2,1,1,0
72,2,0,2,0
290,0,9,3,0
25,4,0,5,0
485,1,2,1,0
300,1,4,1,0
88,5,3,5,0
232,1,2,0,0
61,3,0,6,1
290,3,2,2,0
138,9,5,9,1
131,5,26,3,1
64,3,27,3,1
322,0,2,4,0
129,1,1,2,0
169,1,2,6,0
243,2,2,4,0
295,0,3,1,0
118,7,24,7,1
127,2,5,2,0
317,2,0,2,0
376,4,30,10,1
177,0,1,1,0
279,2,1,1,0
80,1,3,2,0
865,7,10,8,1
300,5,3,6,1
859,8,15,0,1
275,2,3,0,0
393,8,10,3,1
938,9,6,3,1
440,4,4,2,0
232,0,0,1,0
81,1,8,0,0
205,5,16,7,1
106,5,3,1,0
499,4,0,1,1
193,2,3,1,0
293,2,0,1,0
647,2,11,1,1
221,1,0,0,0
291,9,22,6,1
290,10,18,0,1
234,2,5,1,0
388,7,1,8,1
967,3,28,3,1
249,0,3,2,0
656,6,27,3,1
382,1,14,0,1
348,6,1,7,1
273,1,1,2,0
93,0,0,4,0
227,3,1,1,0
223,9,30,1,1
444,7,15,7,1
229,3,24,6,1
230,2,1,1,0
73,2,4,1,0
807,7,3,7,1
163,1,0,1,0
382,4,1,6,0
340,2,9,8,1
206,0,2,2,0
279,9,14,3,1
610,1,8,7,1
454,3,7,2,1
97,1,2,0,0
819,8,14,7,1
30,0,1,1,0
425,1,2,0,0
202,1,5,3,0
191,10,25,3,1
243,5,9,4,1
197,2,3,5,0
336,0,22,3,1
183,0,2,0,0
425,6,2,5,1
415,5,3,1,0
525,3,20,1,1
107,10,11,1,1
528,7,5,8,1
188,2,2,1,0
816,9,12,5,1
92,1,1,1,0
133,3,20,1,1
445,1,2,1,0
82,7,28,9,1
297,9,14,3,1
822,9,20,5,1
646,4,5,7,1
96,1,10,1,0
300,2,1,4,0
269,2,1,0,0
355,1,15,5,1
151,0,4,2,0
141,0,12,4,1
114,0,0,0,0
157,1,1,1,0
912,9,5,9,1
69,4,1,3,0
349,8,7,2,1
91,0,1,0,0
937,2,10,7,1
538,3,20,5,1
174,6,29,5,1
719,9,2,8,1
188,2,22,6,1
190,2,0,1,0
272,1,0,0,0
144,1,4,0,0
799,9,1,8,1
182,1,1,1,0
277,2,1,2,0
410,5,0,10,1
213,0,0,2,0
426,0,2,1,0
157,8,0,10,1
367,3,2,2,0
464,2,3,1,1
119,0,2,0,0
355,5,13,4,1
85,1,3,3,0
100,2,0,2,0
102,1,2,0,0
69,7,27,6,1
169,0,2,3,0
951,6,21,10,1
270,1,3,4,0
791,2,30,1,1
868,9,14,5,1
419,1,2,0,0
91,2,2,2,0
449,2,0,8,1
247,10,2,6,1
764,10,23,3,1
73,0,3,1,0
124,9,7,6,1
279,0,1,0,0
229,1,3,2,0
892,7,3,4,1
305,1,5,7,1
165,1,1,2,0
31,0,3,1,0
390,2,3,6,0
195,2,0,1,0
596,1,3,5,1
158,10,26,4,1
138,2,3,7,1
177,4,3,5,0
366,2,3,0,0
57,7,5,1,1
164,3,0,2,0
356,10,17,4,1
62,2,3,0,0
107,2,2,1,0
363,5,11,5,1
307,7,7,3,1
749,1,4,3,1
116,3,30,3,1
90,2,21,6,1
159,1,8,0,0
173,1,7,2,1
164,2,0,8,1
593,8,15,3,1
284,2,3,4,0
164,9,25,6,1
134,2,3,2,0
231,0,4,2,0
178,2,1,2,0
207,4,3,0,0
108,4,16,9,1
178,0,0,1,0
289,1,2,0,0
47,1,8,1,0
399,5,23,5,1
360,2,1,5,0
72,2,17,1,1
115,0,3,0,0
126,2,1,2,0
148,2,1,1,0
255,2,1,1,0
85,2,0,2,0
123,0,3,0,0
126,4,1,7,1
266,1,3,2,0
123,4,30,8,1
178,1,2,2,0
757,9,12,7,1
154,5,0,2,0
212,2,0,6,0
268,0,0,0,0
160,1,1,0,0
142,9,3,5,1
152,2,1,2,0
40,2,3,2,0
226,3,5,5,1
300,1,3,0,0
126,1,2,1,0
29,5,5,2,0
872,5,0,10,1
814,7,7,7,1
911,3,18,8,1
893,2,12,9,1
254,0,0,1,0
328,1,2,1,0
62,2,2,0,0
73,1,1,2,0
210,10,21,4,1
111,2,7,3,1
755,9,6,6,1
982,4,15,5,1
869,3,26,6,1
906,7,6,1,1
161,6,16,4,1
130,2,3,0,0
74,2,0,8,1
272,1,1,2,0
370,1,1,0,0
135,0,3,0,1
150,1,10,1,0
180,3,30,5,1
720,7,8,10,1
281,1,1,2,0
203,2,3,1,0
128,2,8,3,1
107,2,0,2,0
929,7,19,1,1
137,2,16,8,1
298,0,2,0,0
117,1,3,2,0
42,1,2,2,0
272,0,1,2,0
89,2,3,1,0
161,3,9,3,1
688,9,28,9,1
127,6,28,10,1
815,2,13,7,1
414,3,26,10,1
117,2,24,5,1
820,3,20,6,1
685,3,24,10,1
311,1,8,5,1
133,2,1,0,0
163,2,3,0,0
317,3,24,3,1
338,2,2,0,0
270,2,3,1,0
900,9,6,6,1
61,1,2,1,0
957,1,10,3,1
120,2,21,3,1
58,4,3,2,0
205,7,13,7,1
529,3,0,8,1
61,8,7,4,1
72,2,3,2,0
221,1,2,2,0
111,2,0,2,0
745,10,18,6,1
222,2,0,2,0
130,3,13,5,1
476,2,3,3,0
559,4,19,4,1
66,1,10,2,0
447,2,0,0,0
66,0,1,2,0
69,1,1,2,0
255,4,1,4,0
940,2,9,2,1
199,2,2,1,0
220,2,1,1,0
977,3,5,6,1
159,1,1,1,0
579,3,7,10,1
164,1,3,1,0
185,4,26,2,1
244,3,1,2,0
172,2,0,4,1
149,2,8,0,0
299,9,2,3,1
76,4,8,8,1
429,4,21,9,1
252,0,2,4,0
385,4,12,3,1
101,9,16,3,1
82,0,2,1,0
484,0,28,4,1
779,3,23,8,1
81,2,1,2,0
172,1,2,4,0
87,0,3,1,0
277,0,1,1,0
316,2,13,8,1
83,10,5,4,1
472,9,20,1,1
31,0,3,2,0
152,5,0,1,0
377,2,0,2,0
597,7,16,3,1
214,0,1,2,0
100,3,21,1,1
242,0,5,1,0
156,8,24,2,1
123,1,2,0,0
224,5,3,1,0
869,10,8,3,1
184,9,28,7,1
82,6,22,1,1
208,2,1,0,0
345,3,3,1,0
759,8,11,8,1
241,2,2,2,0
297,5,2,0,0
38,1,6,1,0
208,0,0,1,0
207,7,25,8,1
52,7,12,7,1
121,7,29,3,1
273,1,0,2,0
53,0,1,1,0
218,6,18,9,1
795,4,9,6,1
26,1,2,3,0
99,4,2,0,0
248,2,1,2,0
579,3,9,7,1
860,9,13,10,1
832,8,2,10,1
208,1,2,2,0
665,3,4,10,1
208,2,0,2,0
84,3,7,2,0
105,10,15,3,1
284,0,3,6,0
159,0,0,0,0
129,3,14,3,1
446,0,2,0,0
159,2,1,2,0
113,4,0,0,0
559,5,28,9,1
271,1,3,6,0
684,0,19,2,1
601,7,3,5,1
25,5,2,1,0
331,3,8,10,1
317,0,1,1,0
186,6,12,4,1
276,4,3,1,0
296,2,3,1,0
273,0,0,2,0
231,3,9,9,1
718,2,4,8,1
295,2,2,1,0
28,0,1,0,0
123,2,2,0,0
223,7,21,3,1
184,8,2,6,1
282,2,1,0,0
170,2,0,0,0
368,1,13,4,1
591,1,18,9,1
681,7,22,1,1
37,0,2,1,0
670,2,13,10,1
359,9,7,8,1
121,10,19,0,1
429,0,3,2,0
238,0,2,2,0
696,6,28,8,1
121,6,20,9,1
203,0,2,6,0
142,9,8,8,1
93,9,22,1,1
237,1,4,3,1
360,2,27,8,1
78,5,19,3,1
938,6,0,9,1
171,1,2,0,0
208,7,14,10,1
270,0,4,5,0
211,1,2,2,0
42,2,3,1,0
935,5,28,5,1
357,9,16,1,1
221,1,2,0,0
223,1,6,3,0
101,5,0,8,1
540,7,28,10,1
171,4,3,0,0
532,4,26,3,1
51,5,7,2,0
423,1,0,0,0
809,3,5,10,1
162,2,4,0,0
294,2,3,3,0
547,3,2,3,1
226,2,3,2,0
200,2,2,0,0
160,9,0,3,1
205,2,1,2,0
163,2,25,3,1
990,3,24,7,1
395,10,13,3,1
128,4,2,5,0
145,1,5,5,0
546,10,10,3,1
251,5,5,0,0
124,2,0,8,1
661,7,14,7,1
53,2,2,2,0
791,8,19,8,1
422,5,1,0,0
606,2,21,0,1
751,5,17,8,1
210,0,0,1,0
379,1,0,0,0
752,6,24,3,1
431,6,15,9,1
166,2,1,2,0
145,2,3,0,0
487,5,6,3,1
474,4,13,3,1
345,0,1,1,0
104,1,10,0,0
468,7,20,0,1
192,1,9,2,0
197,10,21,8,1
173,2,1,5,0
498,10,17,7,1
184,2,10,2,0
491,3,2,2,0
109,1,3,0,0
695,2,0,3,1
90,7,17,8,1
45,2,0,1,0
256,0,1,1,0
913,8,3,8,1
214,3,2,1,0
58,0,2,2,0
868,7,5,7,1
138,0,3,0,0
738,3,2,8,1
187,1,0,2,0
396,8,24,2,1
882,1,18,9,1
166,0,9,0,0
260,1,1,0,0
159,5,0,2,0
98,8,16,2,1
943,10,7,7,1
112,1,2,0,0
205,0,1,2,0
127,9,17,8,1
120,1,3,0,0
286,3,2,2,0
730,4,15,0,1
195,2,3,0,0
148,0,0,2,0
68,0,0,2,0
542,2,22,3,1
876,7,0,8,1
792,2,18,3,1
141,7,19,3,1
580,3,26,3,1
694,5,11,1,1
174,7,12,10,1
72,2,19,4,1
167,2,12,7,1
240,1,1,1,0
185,0,0,0,0
292,1,0,1,0
863,10,0,7,1
99,0,1,1,0
129,2,21,7,1
206,1,1,2,0
260,0,3,5,0
192,1,3,0,0
109,3,2,0,1
839,6,0,8,1
151,0,0,2,0
188,9,12,6,1
222,4,3,2,0
157,2,24,6,1
492,10,5,3,1
205,0,0,1,0
116,5,24,10,1
145,0,0,1,0
875,8,9,0,1
71,2,2,1,0
273,0,1,2,0
245,5,6,7,1
626,7,4,4,1
215,2,1,1,0
153,5,0,0,0
166,2,5,4,1
64,9,10,6,1
228,1,3,2,0
72,1,1,2,0
182,2,15,8,1
119,0,3,1,0
463,1,3,1,0
207,0,8,1,0
211,1,0,2,0
433,1,2,2,0
250,2,3,6,0
142,0,0,2,0
173,2,3,0,0
568,8,20,0,1
159,4,3,0,0
251,1,1,0,0
151,2,2,4,0
286,1,1,0,0
270,2,5,2,1
21,0,2,4,0
307,4,26,10,1
349,7,4,1,1
130,2,1,6,0
100,7,20,5,1
283,5,3,0,0
164,10,12,9,1
78,2,0,1,0
66,1,3,2,0
429,9,27,9,1
798,5,12,7,1
701,1,23,7,1
259,1,7,2,0
293,6,27,10,1
644,2,23,6,1
208,7,15,10,1
858,8,8,4,1
153,1,1,1,0
347,9,8,0,1
251,3,4,2,0
495,0,2,6,0
427,1,1,5,0
855,7,22,4,1
309,3,3,10,1
137,2,0,0,0
689,10,27,9,1
204,0,3,1,0
70,2,0,1,0
101,1,7,7,1
285,0,3,1,0
421,2,3,0,0
146,4,12,7,1
454,2,0,5,0
66,2,29,3,1
414,4,13,10,1
179,0,1,2,0
216,1,0,5,0
199,2,14,6,1
138,2,28,7,1
364,6,20,3,1
146,0,2,1,0
170,10,26,6,1
47,1,1,0,0
145,1,2,0,0
155,5,9,2,0
243,4,14,3,1
81,1,1,2,0
631,2,30,4,1
213,2,8,1,0
115,4,10,0,0
843,10,3,5,1
872,7,1,10,1
225,2,27,10,1
231,0,1,2,0
106,1,1,0,0
558,3,5,0,1
103,8,6,10,1
144,2,3,1,0
452,4,20,5,1
572,0,5,5,1
76,1,2,0,0
147,4,2,4,1
487,5,3,2,0
132,3,23,3,1
57,8,15,6,1
195,1,2,2,0
641,1,8,7,1
244,0,0,0,0
45,0,0,5,0
236,0,1,3,0
31,1,0,0,0
281,2,7,2,0
266,1,3,0,0
162,9,4,10,1
116,2,5,0,0
822,2,10,8,1
819,3,28,0,1
244,6,6,3,1
33,1,3,1,0
536,0,13,6,1
237,8,10,3,1
132,2,2,0,0
130,5,13,4,1
148,8,4,8,1
363,1,2,0,0
223,2,1,2,0
281,2,1,1,0
83,1,0,0,0
171,0,3,1,0
29,4,3,5,0
136,2,0,5,0
157,3,13,9,1
62,1,5,1,0
935,5,18,9,1
994,2,10,6,1
204,2,0,2,0
21,2,3,1,0
262,2,0,0,0
259,0,1,6,0
889,3,20,7,1
22,2,2,2,0
134,8,21,1,1
384,1,12,6,1
545,10,7,0,1
354,2,2,1,0
173,1,2,1,0
120,5,2,1,0
29,4,2,0,0
632,4,24,4,1
574,10,21,7,1
420,3,20,1,1
74,0,1,1,0
739,6,30,6,1
210,2,3,4,0
234,1,0,2,0
720,5,12,2,1
48,2,0,5,0
123,9,2,6,1
69,0,3,1,0
275,8,1,6,1
48,2,9,1,0
204,2,3,0,0
649,6,2,0,1
474,9,19,7,1
60,0,9,4,0
324,1,10,3,1
710,9,14,0,1
743,7,19,5,1
465,4,12,4,1
60,4,0,0,0
253,2,6,2,0
602,2,7,5,1
910,8,4,1,1
401,0,3,2,0
527,4,20,9,1
350,6,1,7,1
840,7,24,5,1
264,1,4,1,0
256,1,1,2,0
54,2,1,1,0
269,2,3,2,0
205,1,2,0,0
188,2,24,8,1
286,0,9,1,0
859,1,28,5,1
820,10,5,9,1
609,8,20,8,1
841,2,28,8,1
149,3,5,10,1
212,3,7,0,0
385,2,1,2,0
892,9,20,3,1
274,2,2,5,1
195,5,23,2,1
809,2,5,6,1
196,0,1,0,0
865,5,7,3,1
168,9,22,0,1
694,2,16,7,1
432,9,14,3,1
355,1,4,6,0
217,1,22,4,1
337,9,25,4,1
71,5,2,1,0
94,9,7,1,1
202,1,1,2,0
191,2,0,2,0
35,2,0,2,0
261,2,0,2,0
830,5,29,5,1
863,2,22,10,1
106,0,2,1,0
134,9,11,1,1
198,3,19,4,1
106,7,11,1,1
96,1,0,2,0
306,5,8,0,0
165,0,1,1,0
46,2,0,0,0
106,2,5,10,1
190,4,5,3,1
27,1,6,2,0
220,2,2,1,0
181,0,2,2,0
997,2,17,4,1
691,3,26,3,1
22,1,1,2,0
75,0,0,2,0
151,2,1,0,0
699,2,24,5,1
214,1,2,1,0
145,1,3,2,0
167,0,2,0,0
647,2,5,1,1
679,10,7,6,1
924,8,15,10,1
400,3,22,10,1
269,0,3,2,0
145,0,16,3,1
161,4,8,8,1
979,5,1,7,1
247,2,3,2,0
486,9,27,3,1
394,8,25,8,1
539,4,4,3,1
220,4,3,1,0
652,2,9,6,1
236,1,0,2,0
226,5,8,2,0
75,3,7,6,1
153,2,29,4,1
916,6,22,7,1
61,4,17,3,1
217,7,23,7,1
239,1,0,3,0
901,3,28,6,1
114,0,8,1,0
56,2,2,1,0
67,8,23,7,1
889,9,11,6,1
72,7,7,1,1
131,5,10,2,1
837,5,2,6,1
202,0,3,2,0
207,0,0,2,0
824,1,0,8,1
192,1,1,1,0
157,1,2,0,0
103,4,0,2,0
430,7,5,9,1
86,2,3,1,0
723,8,30,6,1
277,1,2,4,0
60,3,25,9,1
269,0,15,5,1
124,9,7,5,1
651,10,1,9,1
278,0,1,4,0
440,10,5,7,1
281,2,11,6,1
933,8,0,3,1
141,1,1,1,0
57,1,1,2,0
76,3,19,7,1
137,1,3,0,0
78,1,1,2,0
59,0,20,7,1
157,2,0,0,0
409,10,25,4,1
809,2,28,6,1
324,0,8,3,0
219,1,2,2,0
214,2,0,6,0
161,1,3,1,0
111,0,1,6,0
92,0,1,2,0
